Instance Name; Schedule Type;FS;BFS;UFS;Run nr;Cmax;LinearStartDelay;Start Punctuality;Finish Punctuality
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;1;93,6374932025638;54,6590323842084;0,967741935483871;0,967741935483871
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;2;92,9937016982375;74,1317796869505;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;3;91,8664294453875;65,2432684061123;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;4;94,0850678025056;84,9105374249962;0,967741935483871;0,967741935483871
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;5;94,831434307109;93,2294758441231;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;6;96,0596940343124;87,6542174623215;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;7;93,9435311403223;95,8133390599212;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;8;94,7266829645368;64,7234863668218;0,967741935483871;1
30j-30r-4m.ms;Rolling Machine Assignment;37;5;4,5;9;92,8579955542878;73,2349003515219;0,967741935483871;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;0;107,754031306218;73,9000553676862;0,935483870967742;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;1;114,81931456869;87,4394095520948;0,870967741935484;0,903225806451613
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;2;107,448709711978;81,1365474696565;0,935483870967742;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;3;105,425066465825;76,8230116847826;0,935483870967742;1
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;4;108,975449461827;62,5033371663524;0,935483870967742;1
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;5;108,834923312911;49,4632285345163;0,935483870967742;1
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;6;107,187583064586;45,0772484133018;0,935483870967742;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;7;110,68936183587;71,4822483986383;0,935483870967742;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;8;111,457369641607;134,056009462931;0,935483870967742;0,967741935483871
30j-30r-4m.ms;GreedyLoadBalancing;95;13;20,25;9;107,080815590064;56,4462516889914;0,935483870967742;0,967741935483871
30j-30r-4m.ms;Random;245;18;35,75;0;143,658894395004;55,4533722304825;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;1;143,307224092316;21,2225579317138;0,935483870967742;0,967741935483871
30j-30r-4m.ms;Random;245;18;35,75;2;143,276313148499;26,9805353533114;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;3;144,753399128961;26,2448508871086;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;4;142,837596927644;25,7490009646739;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;5;148,009439030741;76,7321724682839;0,935483870967742;0,967741935483871
30j-30r-4m.ms;Random;245;18;35,75;6;147,050370700939;96,7363244690621;0,935483870967742;0,967741935483871
30j-30r-4m.ms;Random;245;18;35,75;7;149,315136443256;111,722896387856;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;8;145,376117618089;43,6193663790886;0,935483870967742;1
30j-30r-4m.ms;Random;245;18;35,75;9;143,617829132487;47,2145040921965;0,935483870967742;1
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;0;45,4918935293944;32,2040421676808;0,967741935483871;0,967741935483871
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;1;42,9258511968661;24,2894854643319;0,967741935483871;0,967741935483871
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;2;45,3046989379048;32,4987079646722;0,967741935483871;0,967741935483871
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;3;46,2377512953344;38,9039922079055;0,967741935483871;0,967741935483871
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;4;44,8607637213697;39,2124494005246;0,967741935483871;1
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;5;45,6475358936986;23,3631140868153;0,967741935483871;0,967741935483871
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;6;44,753910052791;24,8033246515409;0,967741935483871;1
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;7;44,2087405131628;22,4103601316518;0,967741935483871;1
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;8;46,4231876732672;36,2169502303704;0,967741935483871;1
30j-30r-8m.ms;Rolling Machine Assignment;107;12;11;9;43,2059386372324;25,9765877864766;0,967741935483871;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;0;46,646649321205;45,2038855036756;0,935483870967742;1
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;1;46,1889051533804;70,3536458827968;0,935483870967742;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;2;45,0549541879402;35,6656102707744;0,935483870967742;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;3;43,9686065558674;40,5538817310267;0,935483870967742;1
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;4;46,4997421981329;51,7827279928541;0,935483870967742;1
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;5;44,3955422544694;43,6639048412395;0,935483870967742;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;6;45,7331222707293;32,3053730400078;0,935483870967742;1
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;7;43,7122859095705;29,1171663277934;0,935483870967742;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;8;43,8437203552578;33,4790644566228;0,935483870967742;0,967741935483871
30j-30r-8m.ms;GreedyLoadBalancing;118;17;16,25;9;43,4823358693279;43,4736639388835;0,935483870967742;1
30j-30r-8m.ms;Random;284;19;18,5;0;70,4720039971031;19,2374255701636;1;1
30j-30r-8m.ms;Random;284;19;18,5;1;72,9663906685224;8,6083350460918;1;1
30j-30r-8m.ms;Random;284;19;18,5;2;71,8860373103049;35,9136494404101;1;1
30j-30r-8m.ms;Random;284;19;18,5;3;72,6176182998495;29,3850902855644;1;1
30j-30r-8m.ms;Random;284;19;18,5;4;71,4466687841014;13,8477597405524;1;1
30j-30r-8m.ms;Random;284;19;18,5;5;73,6274725699474;28,2696366634884;1;1
30j-30r-8m.ms;Random;284;19;18,5;6;71,4291608743432;7,70602900231648;1;1
30j-30r-8m.ms;Random;284;19;18,5;7;71,7598747061786;43,1518811401913;1;1
30j-30r-8m.ms;Random;284;19;18,5;8;71,5421786634604;5,9083265355158;1;1
30j-30r-8m.ms;Random;284;19;18,5;9;72,516536276109;14,8319407050579;1;1
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;0;108,496947135096;29,4357092277891;0,967741935483871;0,967741935483871
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;1;103,591566186855;24,0645213348091;0,967741935483871;0,967741935483871
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;2;91;11,8517216046912;0,483870967741936;0,483870967741936
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;3;91;31,7526397289072;0,483870967741936;0,483870967741936
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;4;91;11,2497689307708;0,483870967741936;0,483870967741936
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;5;104,786967477528;18,4185866331958;0,967741935483871;0,967741935483871
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;6;91;2,24121526936509;0,483870967741936;0,483870967741936
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;7;91;13,2096201760733;0,483870967741936;0,483870967741936
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;8;106,492190427747;26,2420775621772;0,967741935483871;0,967741935483871
30j-75r-4m.ms;Rolling Machine Assignment;95;11;10,5;9;91;13,4418498078463;0,483870967741936;0,483870967741936
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;0;111;18,0693687234364;0,225806451612903;0,258064516129032
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;1;111;18,5899034514602;0,225806451612903;0,258064516129032
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;2;111;21,7094896550839;0,225806451612903;0,258064516129032
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;3;122,980902417674;62,9562455138987;0,935483870967742;0,967741935483871
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;4;111;19,1979214867938;0,225806451612903;0,258064516129032
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;5;124,509263073177;107,325066005021;0,935483870967742;0,967741935483871
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;6;111;15,9044757024014;0,225806451612903;0,258064516129032
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;7;128,372754525939;138,145952093115;0,935483870967742;0,967741935483871
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;8;121,036548013356;46,3355324832394;0,935483870967742;0,967741935483871
30j-75r-4m.ms;GreedyLoadBalancing;162;15;25,25;9;111;6,68430819812599;0,225806451612903;0,258064516129032
30j-75r-4m.ms;Random;256;17;24;0;133;26,216470862342;0,258064516129032;0,290322580645161
30j-75r-4m.ms;Random;256;17;24;1;146,713572539351;43,3137047070769;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;2;152,811942938833;146,813917018301;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;3;148,73894639146;88,7918977578043;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;4;149,382240936476;80,0824651853422;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;5;133;21,7454707494047;0,258064516129032;0,290322580645161
30j-75r-4m.ms;Random;256;17;24;6;133;22,015633863415;0,258064516129032;0,290322580645161
30j-75r-4m.ms;Random;256;17;24;7;152,248050514251;103,059629151709;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;8;157,394471050424;143,069171595694;0,935483870967742;0,967741935483871
30j-75r-4m.ms;Random;256;17;24;9;146,8882950348;35,7244051436432;0,935483870967742;0,967741935483871
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;0;81,4111044940897;23,1847512075728;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;1;78,8128106151329;11,3498212045931;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;2;78,7307822508836;14,3892113487497;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;3;80,2092122872852;13,8815303151804;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;4;77,0745580678056;17,7188433046911;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;5;81,365819358205;15,4669890952556;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;6;80,6618290626247;32,1760062172254;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;7;78,2548734616538;13,0450447993125;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;8;80,3854207406646;23,7396625483156;1;1
30j-75r-8m.ms;Rolling Machine Assignment;204;16;23,25;9;81,6894418795178;17,0332461829937;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;0;83,1551637665936;34,2348732318167;0,967741935483871;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;1;87,3230740930992;68,4563399276064;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;2;82,6632017519363;56,6058118380638;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;3;68;10,1713847206125;0,483870967741936;0,516129032258065
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;4;84,9943271678601;19,484945896837;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;5;85,4029219050555;35,7891614034162;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;6;83,9236184756403;14,5035282829539;0,967741935483871;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;7;84,5762409315224;28,2888520617082;0,967741935483871;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;8;82,8009746849776;43,5117004669436;1;1
30j-75r-8m.ms;GreedyLoadBalancing;228;16;23,25;9;84,6165999380566;31,3620162066221;1;1
30j-75r-8m.ms;Random;355;19;37,75;0;121,443470936384;118,084041936355;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;1;123,361500570808;36,9229790536718;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;2;121,8916742072;62,7031340576182;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;3;124,648428512412;48,2028400418936;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;4;122,021238741764;73,6689940144051;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;5;119,809428314857;37,2999113325401;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;6;120,317110748034;51,2598497472249;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;7;118,640512388733;27,1567516208769;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;8;120,931132333117;42,2782316366843;0,967741935483871;1
30j-75r-8m.ms;Random;355;19;37,75;9;121,000193671941;63,1401894295982;0,967741935483871;1
Pinedo;Rolling Machine Assignment;13;4;4,25;0;37,716959114492;3,05326840050232;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;1;38,6580190733701;8,43841628779194;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;2;39,8073810461398;2,69183495101582;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;3;39,4427692124918;11,0306306685731;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;4;39,100642135612;4,62583801884644;1;1
Pinedo;Rolling Machine Assignment;13;4;4,25;5;42,8052757669916;18,4855074109794;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;6;40,2667587985375;13,8678867960943;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;7;41,3105451954558;11,4215090235485;1;1
Pinedo;Rolling Machine Assignment;13;4;4,25;8;41,5638269686966;24,2837869949977;0,8;0,9
Pinedo;Rolling Machine Assignment;13;4;4,25;9;39,9216267361751;3,65516315016098;1;1
Pinedo;GreedyLoadBalancing;13;5;5;0;39,5568398186306;3,65235560461754;1;1
Pinedo;GreedyLoadBalancing;13;5;5;1;38,958340474879;7,5766576850118;1;1
Pinedo;GreedyLoadBalancing;13;5;5;2;39,6491706740305;11,358315515659;0,8;0,9
Pinedo;GreedyLoadBalancing;13;5;5;3;39,6463957865975;6,42658594035137;0,8;0,9
Pinedo;GreedyLoadBalancing;13;5;5;4;40,3486645880364;9,13837311241056;0,8;0,9
Pinedo;GreedyLoadBalancing;13;5;5;5;39,3246935141386;2,67304708316314;0,8;0,9
Pinedo;GreedyLoadBalancing;13;5;5;6;39,2465683404661;3,37818394411179;0,8;0,9
Pinedo;GreedyLoadBalancing;13;5;5;7;40,2885245495857;1,18771747382411;1;1
Pinedo;GreedyLoadBalancing;13;5;5;8;40,1537412086824;5,07683351736002;1;1
Pinedo;GreedyLoadBalancing;13;5;5;9;40,9791584914091;19,3150698449284;0,8;0,9
Pinedo;Random;23;5;5,25;0;50,2562786138048;1,70735490208787;0,9;0,9
Pinedo;Random;23;5;5,25;1;56,5985747781203;37,0331288644965;0,9;0,9
Pinedo;Random;23;5;5,25;2;54,7040453348911;19,0628338095961;1;1
Pinedo;Random;23;5;5,25;3;51,966040570923;1,22214685762476;0,9;0,9
Pinedo;Random;23;5;5,25;4;51,1369342359543;5,18200972187998;0,9;0,9
Pinedo;Random;23;5;5,25;5;51,8763415457789;14,1188341748729;0,9;0,9
Pinedo;Random;23;5;5,25;6;55,242005743676;22,8702750652844;0,9;0,9
Pinedo;Random;23;5;5,25;7;49,494497899952;9,72522605251653;0,9;0,9
Pinedo;Random;23;5;5,25;8;56,0419237721444;39,5795855837999;0,9;0,9
Pinedo;Random;23;5;5,25;9;51,8942172497703;10,59600934137;1;1
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;0;196,788031137862;797,563793070572;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;1;196,841865166684;669,909638899191;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;2;199,650554709844;810,199506201516;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;3;198,494709788651;727,673918761748;0,99009900990099;1
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;4;205,030928098505;876,242331581814;0,99009900990099;1
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;5;201,361438998406;785,68443630957;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;6;199,647975001628;788,574695288341;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;7;198,091273617633;711,100990418535;0,99009900990099;1
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;8;199,366863480781;813,23318513267;0,99009900990099;0,99009900990099
100j-100r-12m.ms;Rolling Machine Assignment;900;19;35;9;203,482284669428;806,633904314203;0,99009900990099;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;0;211,226971297862;290,783391311444;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;1;212,461962306121;374,785613853621;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;2;210,956617564496;442,808774411661;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;3;210,167876737395;276,116810592411;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;4;213,917594069375;403,815451179434;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;5;213,186473765432;274,702399144304;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;6;211,48528751123;511,139000392776;0,98019801980198;1
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;7;214,593891208689;383,261700577479;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;8;212,95759283705;340,349949944132;0,98019801980198;0,99009900990099
100j-100r-12m.ms;GreedyLoadBalancing;1080;48;94,5;9;215,324094389783;214,498546650344;0,98019801980198;0,99009900990099
100j-100r-12m.ms;Random;1614;53;108,5;0;257,865842664631;724,661870832846;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;1;263,214954105114;959,543017427381;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;2;259,865795335919;786,075543344621;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;3;262,178665113141;915,818706587701;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;4;263,489808387262;803,408619159336;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;5;265,746469666959;901,181856196328;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;6;261,138829792659;835,265172162397;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;7;258,951133109143;621,046370254373;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;8;262,505845087022;820,965313811526;0,99009900990099;1
100j-100r-12m.ms;Random;1614;53;108,5;9;264,064862854011;679,392450805369;0,99009900990099;1
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;0;263,050366754045;494,393759061577;0,99009900990099;1
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;1;263,292483082862;662,619959192023;0,99009900990099;0,99009900990099
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;2;269,067183412356;697,793386898001;0,99009900990099;1
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;3;264,10616687639;540,283950777811;0,99009900990099;0,99009900990099
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;4;265,267767552679;544,766688449896;0,99009900990099;0,99009900990099
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;5;271,905746658635;910,06737966544;0,99009900990099;0,99009900990099
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;6;266,609173697554;565,836859662696;0,99009900990099;1
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;7;267,992631339485;586,247262534209;0,99009900990099;1
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;8;261,204599050547;508,499631005955;0,99009900990099;0,99009900990099
100j-100r-6m.ms;Rolling Machine Assignment;386;17;31,25;9;262,542767760473;524,354648654443;0,99009900990099;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;0;291,497436690063;2690,55064604845;0,98019801980198;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;1;278,134856547054;2292,21266139714;0,98019801980198;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;2;281,668567730667;2333,98325841165;0,98019801980198;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;3;285,462204027697;2372,27867930282;0,98019801980198;1
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;4;290,307428428957;2663,30462368129;0,98019801980198;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;5;279,337000328238;2270,84196603631;0,98019801980198;0,99009900990099
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;6;283,8911307328;2405,70591530734;0,98019801980198;1
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;7;281,709838568053;2279,17435732386;0,98019801980198;1
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;8;282,984154319572;2332,92146947241;0,98019801980198;1
100j-100r-6m.ms;GreedyLoadBalancing;438;35;66;9;281,459562069077;2488,79594551232;0,98019801980198;0,99009900990099
100j-100r-6m.ms;Random;924;52;121,25;0;360,961055181644;2545,31557085109;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;1;361,461528626289;2300,51229446983;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;2;361,815536748213;2327,76655314005;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;3;357,764504749709;2002,32245353434;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;4;350,84607059219;2030,21299362092;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;5;361,997918971543;2247,19713498487;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;6;364,974720694205;2271,47331668652;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;7;361,748599182935;2275,64619291399;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;8;355,285707604685;2144,11405185059;0,99009900990099;1
100j-100r-6m.ms;Random;924;52;121,25;9;362,643770585524;2410,23851892051;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;0;184,866640161069;85,2593116666666;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;1;190,214899646341;207,763415060548;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;2;185,57038917569;140,463841163237;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;3;196,822054104983;238,436985636284;0,99009900990099;0,99009900990099
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;4;186,810825738371;143,601573087624;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;5;188,126690657458;109,312615154259;0,99009900990099;0,99009900990099
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;6;187,438483047835;276,768401115676;0,99009900990099;0,99009900990099
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;7;184,094630990814;79,1037800939734;0,99009900990099;0,99009900990099
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;8;191,962551205465;145,269932572205;0,99009900990099;1
100j-250r-12m.ms;Rolling Machine Assignment;687;36;81;9;191,984131284417;315,306369735219;0,99009900990099;0,99009900990099
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;0;186,209776618315;264,480832274647;0,98019801980198;0,99009900990099
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;1;189,598187653829;182,415269041891;0,98019801980198;1
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;2;186,721672011416;186,081473756203;0,98019801980198;1
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;3;186,842278430682;220,185594429483;0,98019801980198;1
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;4;187,547838088379;187,170181515279;0,98019801980198;0,99009900990099
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;5;189,699922064457;151,961485674463;0,98019801980198;0,99009900990099
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;6;183,071930269044;185,898535951874;0,98019801980198;0,99009900990099
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;7;185,106757435968;172,256170475324;0,98019801980198;1
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;8;192,386530755608;239,499730151798;0,98019801980198;1
100j-250r-12m.ms;GreedyLoadBalancing;732;46;107,5;9;192,668804436802;240,719804501619;0,98019801980198;1
100j-250r-12m.ms;Random;1455;56;149,25;0;279,153538859075;142,353156106258;1;1
100j-250r-12m.ms;Random;1455;56;149,25;1;280,786264642274;44,7154965302966;1;1
100j-250r-12m.ms;Random;1455;56;149,25;2;275,555025462971;101,258763767138;1;1
100j-250r-12m.ms;Random;1455;56;149,25;3;279,060098156147;243,910351435439;1;1
100j-250r-12m.ms;Random;1455;56;149,25;4;277,860252723337;64,7934956292949;1;1
100j-250r-12m.ms;Random;1455;56;149,25;5;280,174951586175;132,451165628005;1;1
100j-250r-12m.ms;Random;1455;56;149,25;6;284,762690230807;324,274419835523;1;1
100j-250r-12m.ms;Random;1455;56;149,25;7;278,256098815219;69,6165439195109;1;1
100j-250r-12m.ms;Random;1455;56;149,25;8;278,649737190532;81,9658977014619;1;1
100j-250r-12m.ms;Random;1455;56;149,25;9;286,582595158581;364,151829091219;1;1
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;0;237;42,9143148493432;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;1;237;59,37317762091;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;2;237;57,3304037639233;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;3;237;57,6777494345877;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;4;237;46,0509700213794;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;5;237;55,2881982585063;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;6;237;50,6598093713596;0,257425742574257;0,257425742574257
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;7;239,959348200254;142,292914781417;0,99009900990099;0,99009900990099
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;8;238,923333402441;139,014894201537;0,99009900990099;0,99009900990099
100j-250r-6m.ms;Rolling Machine Assignment;318;21;45,5;9;237;62,8041281801667;0,257425742574257;0,257425742574257
100j-250r-6m.ms;GreedyLoadBalancing;516;38;73,25;0;268;13,2182359575506;0,108910891089109;0,118811881188119
